ticket_id,subscriber_id,ticket_date,ticket_channel,ticket_category,priority,status,resolution_date,sla_target_hours,assigned_team
TKT_001713,SUB_04874,2025-12-13,Online Chat,Billing Query,Low,In Progress,,24,Tier 1
TKT_001714,SUB_00898,2025-10-05,App,Plan Change,High,Resolved,2025-10-07,72,Tier 2
TKT_001715,SUB_01387,2025-12-08,Call Center,Network Issue,Medium,Resolved,2025-12-13,72,Tier 2
TKT_001716,SUB_03749,2025-10-02,Call Center,Complaint,Medium,Resolved,2025-10-07,72,Field Ops
TKT_001717,SUB_02084,2025-12-21,Online Chat,Technical Support,Medium,Resolved,2025-12-21,72,Tier 3
TKT_001718,SUB_00519,2025-12-18,Online Chat,Technical Support,Medium,Open,,48,Tier 1
TKT_001719,SUB_02300,2025-10-13,Call Center,Network Issue,High,Resolved,2025-10-14,48,Tier 2
TKT_001720,SUB_01209,2025-12-05,Call Center,Complaint,Medium,In Progress,,48,Tier 1
TKT_001721,SUB_01814,2025-09-25,Call Center,Complaint,High,Resolved,2025-09-28,48,Tier 2
TKT_001722,SUB_04120,2025-09-20,Online Chat,Plan Change,Medium,Resolved,2025-09-21,24,Tier 2
TKT_001723,SUB_00370,2025-09-10,App,Plan Change,High,Resolved,2025-09-10,48,Tier 3
TKT_001724,SUB_03670,2025-11-02,Retail Store,Network Issue,Medium,In Progress,,48,Tier 2
TKT_001725,SUB_00657,2025-12-08,Call Center,Billing Query,High,In Progress,,24,Tier 1
TKT_001726,SUB_02426,2025-10-12,Call Center,Network Issue,Low,Resolved,2025-10-14,48,Tier 2
TKT_001727,SUB_04886,2025-12-11,App,Network Issue,Low,Resolved,2025-12-13,72,Tier 1
TKT_001728,SUB_02723,2025-10-14,Online Chat,Network Issue,Medium,Resolved,2025-10-14,24,Tier 3
TKT_001729,SUB_01912,2025-12-11,Retail Store,Billing Query,High,In Progress,,24,Tier 1
TKT_001730,SUB_04748,2026-01-03,Online Chat,Plan Change,High,In Progress,,24,Field Ops
TKT_001731,SUB_02664,2025-10-25,App,Technical Support,Low,Resolved,2025-10-26,24,Tier 3
TKT_001732,SUB_02818,2025-10-02,Call Center,Billing Query,Low,Resolved,2025-10-04,48,Field Ops
TKT_001733,SUB_02245,2025-10-28,Retail Store,Plan Change,Medium,Resolved,2025-10-28,48,Tier 2
TKT_001734,SUB_01111,2025-10-31,App,Plan Change,Low,Resolved,2025-10-31,24,Tier 2
TKT_001735,SUB_04794,2025-12-06,Online Chat,Technical Support,Medium,Resolved,2025-12-06,48,Tier 2
TKT_001736,SUB_03726,2026-01-02,Call Center,Billing Query,High,Resolved,2026-01-02,72,Tier 2
TKT_001737,SUB_01210,2025-09-16,Online Chat,Network Issue,Medium,Open,,72,Field Ops
TKT_001738,SUB_01541,2025-09-23,Call Center,Technical Support,Medium,Resolved,2025-09-24,72,Tier 3
TKT_001739,SUB_04377,2025-11-26,App,Network Issue,High,Resolved,2025-11-27,48,Tier 3
TKT_001740,SUB_00572,2025-12-16,App,Technical Support,Low,In Progress,,24,Field Ops
TKT_001741,SUB_02035,2025-10-02,Call Center,Network Issue,High,Resolved,2025-10-03,24,Field Ops
TKT_001742,SUB_02249,2025-12-15,Online Chat,Billing Query,Low,Resolved,2025-12-18,72,Tier 2
TKT_001743,SUB_04618,2025-10-02,App,Network Issue,Low,Resolved,2025-10-03,72,Tier 3
TKT_001744,SUB_04265,2025-10-22,Call Center,Plan Change,Medium,Resolved,2025-10-22,72,Tier 3
TKT_001745,SUB_03500,2025-10-07,Call Center,Network Issue,Low,Resolved,2025-10-10,48,Tier 2
TKT_001746,SUB_02408,2025-10-15,Call Center,Billing Query,Low,In Progress,,24,Field Ops
TKT_001747,SUB_00031,2025-12-10,App,Billing Query,Low,Open,,24,Tier 2
TKT_001748,SUB_01728,2025-12-09,App,Network Issue,Low,In Progress,,72,Field Ops
TKT_001749,SUB_00037,2026-01-04,Call Center,Technical Support,High,Resolved,2026-01-06,48,Tier 3
TKT_001750,SUB_04873,2025-09-26,Call Center,Network Issue,Low,In Progress,,72,Tier 1
TKT_001751,SUB_01208,2025-09-09,Call Center,Billing Query,Medium,Open,,24,Tier 3
TKT_001752,SUB_01080,2025-09-30,Call Center,Billing Query,High,In Progress,,48,Tier 2
TKT_001753,SUB_04102,2025-12-11,Call Center,Network Issue,Low,Resolved,2025-12-11,24,Tier 3
TKT_001754,SUB_02985,2025-11-09,Call Center,Complaint,Low,Resolved,2025-11-12,72,Tier 2
TKT_001755,SUB_02385,2025-09-23,App,Complaint,High,Resolved,2025-09-25,72,Field Ops
TKT_001756,SUB_03347,2025-12-31,App,Billing Query,Medium,Resolved,2025-12-31,72,Tier 1
TKT_001757,SUB_00823,2025-11-24,Call Center,Complaint,Medium,Resolved,2025-11-25,24,Tier 2
TKT_001758,SUB_03102,2025-11-17,Call Center,Network Issue,High,Resolved,2025-11-20,72,Field Ops
TKT_001759,SUB_02680,2025-10-24,Call Center,Plan Change,Medium,Open,,72,Tier 1
TKT_001760,SUB_00637,2025-09-17,Online Chat,Technical Support,Medium,Resolved,2025-09-19,48,Field Ops
TKT_001761,SUB_01244,2025-11-05,Call Center,Network Issue,Low,Resolved,2025-11-05,48,Tier 3
TKT_001762,SUB_02356,2025-10-14,Online Chat,Plan Change,Low,In Progress,,24,Tier 1
TKT_001763,SUB_04169,2025-10-26,Online Chat,Plan Change,Low,Resolved,2025-10-28,48,Tier 3
TKT_001764,SUB_02260,2025-09-16,App,Network Issue,Low,Resolved,2025-09-17,24,Field Ops
TKT_001765,SUB_04767,2025-09-21,Call Center,Technical Support,High,Resolved,2025-09-21,24,Field Ops
TKT_001766,SUB_01637,2025-10-02,Online Chat,Billing Query,Low,Resolved,2025-10-02,48,Tier 2
TKT_001767,SUB_00429,2025-12-03,Call Center,Billing Query,Medium,Resolved,2025-12-06,48,Tier 1
TKT_001768,SUB_02541,2025-09-28,App,Network Issue,Low,Escalated,2025-10-01,72,Tier 2
TKT_001769,SUB_01523,2025-09-25,App,Billing Query,Low,Resolved,2025-09-26,72,Tier 2
TKT_001770,SUB_03753,2025-12-27,App,Technical Support,Low,Escalated,2025-12-27,48,Tier 3
TKT_001771,SUB_04819,2025-10-24,Call Center,Billing Query,High,Resolved,2025-10-25,24,Tier 2
TKT_001772,SUB_00296,2025-09-13,Call Center,Network Issue,Low,In Progress,,24,Tier 2
TKT_001773,SUB_02698,2025-11-27,Call Center,Complaint,Medium,Resolved,2025-11-28,48,Tier 2
TKT_001774,SUB_02408,2025-10-07,Call Center,Technical Support,Low,Resolved,2025-10-11,48,Tier 2
TKT_001775,SUB_02236,2025-12-01,Retail Store,Network Issue,Medium,Resolved,2025-12-04,72,Tier 3
TKT_001776,SUB_04381,2025-12-01,Online Chat,Network Issue,Low,In Progress,,48,Field Ops
TKT_001777,SUB_00509,2025-10-25,Call Center,Technical Support,Low,Resolved,2025-10-26,24,Tier 2
TKT_001778,SUB_04088,2025-10-08,App,Network Issue,High,Resolved,2025-10-10,48,Tier 1
TKT_001779,SUB_02909,2025-11-01,Call Center,Technical Support,Low,In Progress,,48,Field Ops
TKT_001780,SUB_03731,2025-12-24,Online Chat,Complaint,Medium,In Progress,,48,Tier 3
TKT_001781,SUB_04292,2025-12-04,Call Center,Network Issue,High,Escalated,2025-12-06,48,Tier 3
TKT_001782,SUB_02295,2025-10-10,Retail Store,Network Issue,Medium,Open,,72,Tier 2
TKT_001783,SUB_01698,2025-09-09,Call Center,Network Issue,Low,Resolved,2025-09-09,24,Tier 2
TKT_001784,SUB_04695,2025-10-24,Call Center,Network Issue,High,Open,,24,Field Ops
TKT_001785,SUB_02984,2025-10-16,Call Center,Network Issue,Low,Resolved,2025-10-17,48,Tier 3
TKT_001786,SUB_03671,2025-11-29,App,Network Issue,High,Resolved,2025-11-30,24,Tier 2
TKT_001787,SUB_00559,2025-10-24,App,Plan Change,Medium,In Progress,,24,Tier 3
TKT_001788,SUB_01698,2025-10-19,App,Complaint,Medium,Resolved,2025-10-19,48,Tier 3
TKT_001789,SUB_01241,2025-12-22,Retail Store,Complaint,Low,Resolved,2025-12-26,72,Tier 1
TKT_001790,SUB_03185,2025-10-26,App,Technical Support,Low,In Progress,,24,Tier 1
TKT_001791,SUB_04505,2025-11-12,Online Chat,Technical Support,Medium,In Progress,,72,Tier 2
TKT_001792,SUB_04084,2025-11-09,Call Center,Network Issue,Medium,Resolved,2025-11-09,48,Tier 3
TKT_001793,SUB_03838,2025-12-20,App,Network Issue,High,Resolved,2025-12-20,24,Tier 2
TKT_001794,SUB_03383,2025-10-14,Retail Store,Billing Query,Low,Resolved,2025-10-15,24,Tier 3
TKT_001795,SUB_00408,2025-10-12,Online Chat,Plan Change,Low,Resolved,2025-10-13,24,Tier 2
TKT_001796,SUB_03017,2025-11-02,Online Chat,Complaint,Medium,Open,,48,Tier 1
TKT_001797,SUB_04449,2025-10-20,App,Network Issue,Low,Resolved,2025-10-20,24,Tier 2
TKT_001798,SUB_02337,2025-12-26,Call Center,Network Issue,Critical,Resolved,2025-12-27,24,Field Ops
TKT_001799,SUB_00805,2025-10-20,Online Chat,Billing Query,Critical,Open,,24,Tier 2
TKT_001800,SUB_00599,2025-12-03,Call Center,Billing Query,Low,In Progress,,24,Tier 1
TKT_001801,SUB_04834,2025-12-15,Call Center,Network Issue,High,In Progress,,72,Tier 3
TKT_001802,SUB_00419,2025-12-23,Retail Store,Network Issue,Medium,Open,,72,Tier 3
TKT_001803,SUB_02073,2025-12-16,App,Billing Query,Medium,In Progress,,24,Tier 2
TKT_001804,SUB_00675,2025-12-17,Call Center,Billing Query,Medium,Resolved,2025-12-19,72,Tier 2
TKT_001805,SUB_00644,2025-10-23,Retail Store,Technical Support,High,Resolved,2025-10-26,48,Tier 2
TKT_001806,SUB_01701,2025-11-24,Call Center,Network Issue,Medium,Resolved,2025-11-25,72,Field Ops
TKT_001807,SUB_01131,2025-09-18,App,Technical Support,High,Resolved,2025-09-22,72,Tier 1
TKT_001808,SUB_00723,2025-09-27,Call Center,Network Issue,Low,Open,,48,Field Ops
TKT_001809,SUB_00988,2025-11-23,Online Chat,Technical Support,High,Resolved,2025-11-23,48,Tier 3
TKT_001810,SUB_02258,2025-10-19,Online Chat,Billing Query,Medium,In Progress,,48,Tier 2
TKT_001811,SUB_04710,2025-11-12,App,Complaint,Low,In Progress,,48,Tier 1
TKT_001812,SUB_00307,2026-01-02,Online Chat,Network Issue,Medium,Open,,72,Tier 1
TKT_001813,SUB_00346,2025-09-16,Retail Store,Network Issue,Medium,In Progress,,72,Tier 3
TKT_001814,SUB_00018,2025-11-15,App,Billing Query,Critical,Resolved,2025-11-15,24,Field Ops
TKT_001815,SUB_04883,2025-12-10,Call Center,Plan Change,Medium,Resolved,2025-12-12,48,Tier 2
TKT_001816,SUB_01980,2025-12-18,Call Center,Billing Query,Medium,Resolved,2025-12-18,24,Tier 1
TKT_001817,SUB_00678,2025-12-20,Call Center,Complaint,High,Resolved,2025-12-20,24,Tier 1
TKT_001818,SUB_04398,2025-09-12,Online Chat,Technical Support,Critical,In Progress,,72,Tier 2
TKT_001819,SUB_02860,2025-10-09,Call Center,Billing Query,Low,In Progress,,24,Field Ops
TKT_001820,SUB_04769,2025-09-26,Call Center,Technical Support,Low,Resolved,2025-09-28,24,Tier 1
TKT_001821,SUB_01293,2025-10-13,App,Billing Query,High,Escalated,2025-10-17,72,Tier 3
TKT_001822,SUB_01606,2025-11-07,Retail Store,Plan Change,High,In Progress,,72,Tier 1
TKT_001823,SUB_04219,2025-11-07,Call Center,Billing Query,High,Resolved,2025-11-08,48,Tier 3
TKT_001824,SUB_01255,2025-10-12,Call Center,Plan Change,High,Resolved,2025-10-14,72,Tier 3
TKT_001825,SUB_03787,2025-11-21,Call Center,Billing Query,Medium,Resolved,2025-11-24,48,Field Ops
TKT_001826,SUB_00651,2025-10-10,Retail Store,Billing Query,High,Open,,72,Tier 1
TKT_001827,SUB_00018,2025-09-15,Call Center,Billing Query,High,Resolved,2025-09-16,48,Tier 2
TKT_001828,SUB_00035,2025-11-10,App,Network Issue,Medium,In Progress,,48,Tier 2
TKT_001829,SUB_00235,2025-11-15,App,Plan Change,Low,In Progress,,24,Field Ops
TKT_001830,SUB_02143,2025-10-05,Online Chat,Technical Support,Medium,Escalated,2025-10-06,72,Tier 2
TKT_001831,SUB_04406,2025-12-08,Online Chat,Plan Change,Low,Resolved,2025-12-08,24,Tier 3
TKT_001832,SUB_03553,2026-01-02,App,Billing Query,Low,Open,,48,Tier 3
TKT_001833,SUB_01067,2025-10-30,Call Center,Network Issue,Low,Resolved,2025-10-30,24,Field Ops
TKT_001834,SUB_04635,2025-10-13,Call Center,Plan Change,Low,Resolved,2025-10-18,72,Tier 3
TKT_001835,SUB_01337,2025-10-25,Retail Store,Plan Change,Low,Resolved,2025-10-25,48,Tier 2
TKT_001836,SUB_03610,2026-01-04,Call Center,Technical Support,Medium,Resolved,2026-01-05,24,Tier 2
TKT_001837,SUB_03185,2025-12-31,Retail Store,Billing Query,Low,Resolved,2026-01-01,72,Field Ops
TKT_001838,SUB_02085,2025-10-20,Call Center,Plan Change,Medium,Open,,24,Field Ops
TKT_001839,SUB_00967,2025-12-06,Call Center,Network Issue,Medium,Escalated,2025-12-07,24,Tier 3
TKT_001840,SUB_02953,2025-12-06,Online Chat,Billing Query,Medium,Resolved,2025-12-06,24,Tier 1
TKT_001841,SUB_02896,2025-10-07,Retail Store,Billing Query,High,Resolved,2025-10-08,24,Tier 1
TKT_001842,SUB_04240,2025-12-18,App,Technical Support,Low,Resolved,2025-12-19,24,Tier 1
TKT_001843,SUB_03837,2025-10-27,Retail Store,Technical Support,Low,Resolved,2025-10-28,24,Tier 3
TKT_001844,SUB_00666,2025-09-15,App,Network Issue,Low,In Progress,,24,Tier 2
TKT_001845,SUB_01702,2025-09-16,Call Center,Billing Query,Low,Open,,72,Tier 1
TKT_001846,SUB_00277,2025-11-07,Call Center,Billing Query,Critical,Resolved,2025-11-10,48,Tier 2
TKT_001847,SUB_03917,2025-10-15,Call Center,Network Issue,Low,Resolved,2025-10-17,48,Tier 2
TKT_001848,SUB_00772,2025-12-04,App,Billing Query,Low,Resolved,2025-12-08,72,Field Ops
TKT_001849,SUB_00499,2025-10-28,Retail Store,Network Issue,Critical,Resolved,2025-11-02,72,Tier 2
TKT_001850,SUB_04557,2025-09-30,App,Billing Query,Low,Resolved,2025-10-03,48,Tier 1
TKT_001851,SUB_01925,2025-12-05,App,Complaint,Medium,Resolved,2025-12-05,48,Tier 2
TKT_001852,SUB_04903,2025-10-10,Call Center,Technical Support,Low,Resolved,2025-10-11,48,Tier 3
TKT_001853,SUB_04508,2025-10-28,Online Chat,Network Issue,Medium,Resolved,2025-10-28,48,Field Ops
TKT_001854,SUB_00086,2025-10-17,Call Center,Technical Support,Low,Resolved,2025-10-17,72,Field Ops
TKT_001855,SUB_04588,2025-12-17,Online Chat,Network Issue,Low,Resolved,2025-12-17,24,Tier 2
TKT_001856,SUB_00645,2025-09-12,App,Billing Query,Medium,Resolved,2025-09-12,24,Tier 1
TKT_001857,SUB_01969,2025-12-25,Online Chat,Technical Support,Medium,Resolved,2025-12-27,48,Tier 3
TKT_001858,SUB_00738,2025-12-22,Retail Store,Technical Support,High,Resolved,2025-12-22,48,Tier 2
TKT_001859,SUB_04287,2025-09-25,Call Center,Network Issue,Medium,Resolved,2025-09-28,72,Tier 1
TKT_001860,SUB_04083,2025-10-06,App,Technical Support,Medium,Resolved,2025-10-08,72,Tier 3
TKT_001861,SUB_01102,2025-09-16,Online Chat,Billing Query,Low,Resolved,2025-09-16,24,Tier 3
TKT_001862,SUB_00167,2025-11-24,Call Center,Network Issue,Medium,Escalated,2025-11-27,48,Field Ops
TKT_001863,SUB_04815,2025-09-08,Call Center,Network Issue,Low,In Progress,,24,Field Ops
TKT_001864,SUB_00233,2025-10-06,Call Center,Billing Query,Low,Resolved,2025-10-07,24,Tier 2
TKT_001865,SUB_03186,2025-12-24,Call Center,Technical Support,Low,Resolved,2025-12-25,72,Field Ops
TKT_001866,SUB_02855,2025-12-26,Retail Store,Billing Query,Low,In Progress,,48,Tier 1
TKT_001867,SUB_02045,2025-10-29,Call Center,Network Issue,High,Resolved,2025-11-03,72,Tier 2
TKT_001868,SUB_01260,2025-10-27,App,Network Issue,Low,Resolved,2025-10-27,72,Field Ops
TKT_001869,SUB_04117,2025-11-12,Call Center,Network Issue,Medium,Resolved,2025-11-14,72,Tier 2
TKT_001870,SUB_01811,2025-12-03,Online Chat,Network Issue,Low,Resolved,2025-12-03,24,Field Ops
TKT_001871,SUB_03103,2025-11-25,App,Billing Query,Medium,In Progress,,24,Tier 2
TKT_001872,SUB_01401,2025-09-28,Online Chat,Technical Support,Low,Resolved,2025-10-02,72,Tier 2
TKT_001873,SUB_01968,2025-09-16,App,Network Issue,Low,Resolved,2025-09-16,24,Tier 2
TKT_001874,SUB_03383,2025-09-27,App,Billing Query,High,Resolved,2025-09-29,72,Tier 3
TKT_001875,SUB_01771,2025-12-12,Call Center,Network Issue,Low,Resolved,2025-12-17,72,Tier 2
TKT_001876,SUB_01179,2025-10-06,App,Network Issue,Critical,Resolved,2025-10-07,24,Field Ops
TKT_001877,SUB_03363,2025-11-29,Call Center,Plan Change,High,Resolved,2025-11-30,24,Tier 3
TKT_001878,SUB_04762,2025-11-05,Call Center,Network Issue,Medium,Resolved,2025-11-05,72,Tier 3
TKT_001879,SUB_03027,2025-09-09,Call Center,Technical Support,High,Resolved,2025-09-09,48,Tier 1
TKT_001880,SUB_03449,2025-09-17,App,Network Issue,Medium,Resolved,2025-09-18,24,Tier 2
TKT_001881,SUB_04199,2025-11-05,App,Network Issue,Medium,In Progress,,48,Tier 2
TKT_001882,SUB_04207,2025-09-24,Call Center,Technical Support,Medium,Resolved,2025-09-24,72,Tier 2
TKT_001883,SUB_00900,2025-09-25,App,Technical Support,Low,In Progress,,24,Tier 2
TKT_001884,SUB_00011,2025-09-24,Call Center,Plan Change,Medium,Resolved,2025-09-29,72,Tier 1
TKT_001885,SUB_04393,2025-09-23,Call Center,Network Issue,High,Open,,24,Tier 1
TKT_001886,SUB_01554,2025-10-09,App,Technical Support,Low,Resolved,2025-10-12,72,Tier 1
TKT_001887,SUB_02547,2025-12-27,Online Chat,Plan Change,Medium,Resolved,2025-12-27,24,Tier 1
TKT_001888,SUB_01714,2025-10-13,Retail Store,Billing Query,Low,Resolved,2025-10-15,72,Tier 3
TKT_001889,SUB_03410,2025-10-06,App,Network Issue,Medium,Resolved,2025-10-08,48,Tier 2
TKT_001890,SUB_04853,2025-11-20,App,Plan Change,Critical,Resolved,2025-11-20,48,Tier 3
TKT_001891,SUB_01996,2025-11-07,Online Chat,Billing Query,Low,Resolved,2025-11-07,24,Tier 3
TKT_001892,SUB_00261,2025-10-03,Call Center,Plan Change,Low,Resolved,2025-10-04,24,Field Ops
TKT_001893,SUB_04289,2025-11-06,App,Plan Change,Medium,Resolved,2025-11-09,72,Field Ops
TKT_001894,SUB_00513,2025-09-07,Online Chat,Technical Support,Low,Escalated,2025-09-10,72,Field Ops
TKT_001895,SUB_00200,2025-09-16,Retail Store,Technical Support,Medium,Resolved,2025-09-19,72,Tier 3
TKT_001896,SUB_03154,2025-12-05,App,Network Issue,High,Resolved,2025-12-08,48,Tier 1
TKT_001897,SUB_04953,2025-10-21,Call Center,Network Issue,Low,Resolved,2025-10-21,48,Tier 2
TKT_001898,SUB_04347,2026-01-01,Online Chat,Network Issue,Medium,Resolved,2026-01-01,48,Field Ops
TKT_001899,SUB_03694,2025-12-21,App,Network Issue,Critical,Resolved,2025-12-23,48,Field Ops
TKT_001900,SUB_02868,2025-12-18,Online Chat,Network Issue,High,Resolved,2025-12-18,72,Field Ops
TKT_001901,SUB_04562,2025-09-24,Retail Store,Network Issue,Low,Resolved,2025-09-25,72,Tier 1
TKT_001902,SUB_01472,2025-11-22,Call Center,Network Issue,High,Resolved,2025-11-23,24,Tier 2
TKT_001903,SUB_04004,2025-11-26,App,Billing Query,Low,Resolved,2025-11-26,48,Tier 3
TKT_001904,SUB_02826,2025-11-03,Online Chat,Network Issue,Medium,Resolved,2025-11-05,48,Tier 1
TKT_001905,SUB_03556,2025-09-14,Retail Store,Network Issue,High,In Progress,,24,Tier 3
TKT_001906,SUB_00817,2025-10-19,App,Complaint,Low,Open,,48,Tier 2
TKT_001907,SUB_02981,2025-09-09,Online Chat,Plan Change,Low,Resolved,2025-09-11,72,Tier 1
TKT_001908,SUB_03338,2025-11-19,App,Network Issue,High,Resolved,2025-11-20,48,Field Ops
TKT_001909,SUB_04771,2025-09-19,Call Center,Billing Query,Medium,Resolved,2025-09-19,48,Tier 3
TKT_001910,SUB_04239,2025-10-06,App,Technical Support,Low,Open,,48,Tier 3
TKT_001911,SUB_01649,2025-10-16,App,Billing Query,High,Resolved,2025-10-16,48,Tier 1
TKT_001912,SUB_00726,2025-12-12,Call Center,Complaint,Low,Open,,48,Tier 1
TKT_001913,SUB_00041,2025-10-17,Call Center,Billing Query,Low,Resolved,2025-10-18,24,Field Ops
TKT_001914,SUB_03236,2025-10-17,App,Network Issue,Low,Resolved,2025-10-21,72,Tier 3
TKT_001915,SUB_00182,2025-11-17,Retail Store,Billing Query,Medium,Resolved,2025-11-18,24,Tier 2
TKT_001916,SUB_04983,2025-11-29,App,Network Issue,Medium,In Progress,,24,Tier 1
TKT_001917,SUB_00649,2025-12-30,App,Billing Query,Low,Resolved,2026-01-02,48,Field Ops
TKT_001918,SUB_03315,2025-11-06,App,Plan Change,Low,Resolved,2025-11-07,24,Tier 3
TKT_001919,SUB_04586,2025-10-30,Call Center,Plan Change,High,Resolved,2025-10-30,48,Tier 3
TKT_001920,SUB_03510,2025-12-26,App,Network Issue,Medium,In Progress,,72,Tier 1
TKT_001921,SUB_01822,2025-12-17,Call Center,Technical Support,High,Resolved,2025-12-18,48,Field Ops
TKT_001922,SUB_04538,2025-09-09,App,Billing Query,Medium,Resolved,2025-09-12,72,Tier 3
TKT_001923,SUB_00567,2025-10-31,Call Center,Technical Support,High,Open,,48,Tier 1
TKT_001924,SUB_02329,2025-10-24,Call Center,Billing Query,High,Resolved,2025-10-26,48,Tier 2
TKT_001925,SUB_00175,2025-09-21,App,Network Issue,Medium,In Progress,,24,Tier 1
TKT_001926,SUB_02480,2025-12-25,App,Network Issue,High,Resolved,2025-12-26,48,Tier 2
TKT_001927,SUB_04282,2025-10-26,Retail Store,Billing Query,Low,In Progress,,72,Tier 3
TKT_001928,SUB_00512,2025-10-20,Call Center,Network Issue,Low,Open,,72,Tier 1
TKT_001929,SUB_04341,2026-01-04,Call Center,Billing Query,Medium,Resolved,2026-01-05,24,Tier 3
TKT_001930,SUB_02091,2025-12-03,Call Center,Network Issue,Low,Resolved,2025-12-03,24,Tier 3
TKT_001931,SUB_01872,2025-12-03,Online Chat,Billing Query,Low,In Progress,,24,Tier 2
TKT_001932,SUB_01019,2025-09-12,Retail Store,Billing Query,Low,Open,,72,Field Ops
TKT_001933,SUB_04854,2025-09-15,App,Billing Query,High,In Progress,,72,Field Ops
TKT_001934,SUB_00910,2025-10-10,Call Center,Plan Change,Medium,Resolved,2025-10-10,24,Tier 2
TKT_001935,SUB_00045,2025-12-14,Call Center,Network Issue,Medium,Resolved,2025-12-18,72,Tier 1
TKT_001936,SUB_02841,2025-12-01,App,Complaint,Medium,Resolved,2025-12-01,24,Tier 2
TKT_001937,SUB_03477,2025-09-23,Online Chat,Billing Query,High,Resolved,2025-09-24,24,Tier 1
TKT_001938,SUB_02576,2025-10-21,Call Center,Technical Support,Medium,Resolved,2025-10-24,72,Tier 2
TKT_001939,SUB_01032,2025-10-17,App,Billing Query,Low,Resolved,2025-10-18,72,Field Ops
TKT_001940,SUB_00042,2025-10-28,App,Billing Query,Low,Resolved,2025-10-29,24,Tier 3
TKT_001941,SUB_00175,2025-11-15,Online Chat,Network Issue,Medium,In Progress,,24,Tier 3
TKT_001942,SUB_03572,2025-09-27,Online Chat,Billing Query,High,Resolved,2025-09-28,24,Field Ops
TKT_001943,SUB_03435,2025-12-17,App,Network Issue,Medium,Resolved,2025-12-19,72,Tier 1
TKT_001944,SUB_00431,2025-10-06,Call Center,Billing Query,Medium,Open,,48,Tier 1
TKT_001945,SUB_04864,2025-11-26,App,Billing Query,Low,Escalated,2025-11-27,72,Tier 3
TKT_001946,SUB_03605,2025-11-26,Call Center,Network Issue,Medium,Resolved,2025-11-29,72,Tier 1
TKT_001947,SUB_02407,2025-09-27,App,Technical Support,Low,Resolved,2025-09-28,24,Field Ops
TKT_001948,SUB_04698,2025-12-02,Call Center,Network Issue,Medium,In Progress,,48,Tier 3
TKT_001949,SUB_04322,2025-09-26,App,Complaint,Medium,Resolved,2025-09-26,24,Tier 1
TKT_001950,SUB_00078,2025-10-26,Call Center,Network Issue,Low,In Progress,,24,Tier 2
TKT_001951,SUB_02482,2025-09-16,App,Network Issue,Low,In Progress,,24,Field Ops
TKT_001952,SUB_02152,2025-09-29,Online Chat,Technical Support,Critical,In Progress,,24,Tier 3
TKT_001953,SUB_01184,2025-10-24,App,Network Issue,High,Resolved,2025-10-24,48,Tier 3
TKT_001954,SUB_01621,2025-10-30,Online Chat,Technical Support,Medium,Open,,72,Tier 1
TKT_001955,SUB_00946,2026-01-02,App,Complaint,Medium,In Progress,,72,Tier 2
TKT_001956,SUB_03167,2025-11-10,App,Network Issue,Critical,Resolved,2025-11-15,72,Tier 3
TKT_001957,SUB_01018,2025-10-30,App,Network Issue,Medium,Resolved,2025-11-03,72,Tier 1
TKT_001958,SUB_01196,2025-09-11,Online Chat,Billing Query,Critical,Resolved,2025-09-12,72,Tier 2
TKT_001959,SUB_03688,2025-12-15,App,Complaint,Low,Resolved,2025-12-17,48,Tier 3
TKT_001960,SUB_00640,2025-11-22,Retail Store,Network Issue,Low,Resolved,2025-11-24,48,Tier 1
TKT_001961,SUB_04540,2025-09-08,Call Center,Complaint,Medium,Resolved,2025-09-11,48,Tier 3
TKT_001962,SUB_00517,2025-12-02,Online Chat,Technical Support,Medium,Resolved,2025-12-03,24,Tier 1
TKT_001963,SUB_02512,2025-09-13,App,Network Issue,Critical,Resolved,2025-09-14,48,Tier 3
TKT_001964,SUB_02210,2025-09-18,App,Technical Support,Low,Open,,24,Field Ops
TKT_001965,SUB_02648,2025-11-25,Retail Store,Network Issue,Medium,In Progress,,24,Tier 1
TKT_001966,SUB_03555,2025-12-25,Retail Store,Plan Change,Low,In Progress,,72,Tier 1
TKT_001967,SUB_03265,2025-09-26,App,Complaint,High,Resolved,2025-09-27,24,Tier 3
TKT_001968,SUB_03485,2025-10-10,Call Center,Billing Query,Low,In Progress,,48,Tier 2
TKT_001969,SUB_03396,2025-11-21,Call Center,Technical Support,Medium,Resolved,2025-11-21,24,Tier 3
TKT_001970,SUB_04402,2025-12-10,Call Center,Network Issue,High,Resolved,2025-12-11,24,Field Ops
TKT_001971,SUB_02443,2025-11-28,Online Chat,Complaint,Medium,Resolved,2025-11-28,24,Tier 1
TKT_001972,SUB_03512,2025-09-22,Retail Store,Network Issue,Medium,In Progress,,48,Tier 2
TKT_001973,SUB_01167,2025-12-06,Online Chat,Billing Query,Low,Resolved,2025-12-09,72,Tier 1
TKT_001974,SUB_02522,2025-10-21,Online Chat,Billing Query,Low,Resolved,2025-10-23,48,Tier 3
TKT_001975,SUB_03758,2025-10-08,Call Center,Complaint,Low,In Progress,,72,Tier 3
TKT_001976,SUB_02541,2025-10-29,Call Center,Billing Query,Critical,Resolved,2025-11-03,72,Tier 1
TKT_001977,SUB_00237,2025-12-05,App,Billing Query,Low,Resolved,2025-12-05,24,Tier 2
