usage_id,subscriber_id,usage_date,data_usage_gb,voice_minutes,sms_count,roaming_charges,addon_charges
USG_011336,SUB_04998,2025-11-24,16.5,197,57,30.41,0.0
USG_011337,SUB_02145,2025-09-26,2.68,105,201,0.0,0.0
USG_011338,SUB_04903,2025-10-14,3.26,217,109,0.0,0.0
USG_011339,SUB_00790,2025-12-08,4.34,225,272,0.0,0.0
USG_011340,SUB_03930,2025-12-14,29.77,405,29,0.0,0.0
USG_011341,SUB_02242,2025-09-13,3.78,381,233,0.0,0.0
USG_011342,SUB_03993,2025-11-12,3.03,405,42,0.0,2.32
USG_011343,SUB_01535,2025-12-15,1.57,104,269,0.0,0.0
USG_011344,SUB_03135,2025-11-02,13.56,191,17,0.0,0.0
USG_011345,SUB_02238,2025-11-03,4.22,471,151,0.0,0.0
USG_011346,SUB_03770,2025-10-05,4.79,62,43,0.0,0.0
USG_011347,SUB_00394,2025-11-08,16.62,401,265,0.0,0.0
USG_011348,SUB_00219,2025-12-12,5.41,150,77,0.0,24.82
USG_011349,SUB_04052,2025-10-05,2.15,460,59,0.0,0.0
USG_011350,SUB_03130,2025-11-25,4.54,143,156,25.17,0.0
USG_011351,SUB_02421,2025-11-07,24.21,133,41,0.0,0.0
USG_011352,SUB_02649,2025-12-29,2.03,476,25,2.26,0.0
USG_011353,SUB_00742,2025-11-27,3.14,115,217,20.66,86.25
USG_011354,SUB_04092,2025-10-12,7.98,190,125,0.0,0.0
USG_011355,SUB_01672,2025-09-30,8.52,329,20,0.0,0.0
USG_011356,SUB_01712,2025-11-04,6.6,142,150,0.0,0.0
USG_011357,SUB_02854,2025-11-06,4.76,38,259,0.0,0.0
USG_011358,SUB_04987,2025-10-11,4.21,58,134,0.0,0.0
USG_011359,SUB_00757,2025-10-17,5.85,268,265,0.0,0.0
USG_011360,SUB_03922,2025-12-26,3.51,452,195,0.0,0.0
USG_011361,SUB_03351,2025-10-07,10.05,493,77,0.0,0.0
USG_011362,SUB_02319,2025-11-07,1.01,4,66,0.0,0.0
USG_011363,SUB_01586,2025-09-18,3.99,106,50,0.0,0.0
USG_011364,SUB_00859,2025-10-22,5.01,150,278,41.48,0.0
USG_011365,SUB_03674,2025-11-24,4.21,211,10,0.0,0.0
USG_011366,SUB_00042,2025-09-18,8.36,353,183,89.23,0.0
USG_011367,SUB_00885,2025-10-27,0.7,126,210,0.0,0.0
USG_011368,SUB_01700,2025-12-16,13.76,170,86,0.0,0.0
USG_011369,SUB_00546,2025-09-08,5.01,465,125,0.0,0.0
USG_011370,SUB_04919,2025-09-12,3.49,483,44,0.0,94.11
USG_011371,SUB_02379,2025-10-22,11.01,219,254,0.0,0.0
USG_011372,SUB_02461,2025-10-16,6.1,332,184,0.0,0.0
USG_011373,SUB_01160,2025-12-31,4.23,412,214,195.46,0.0
USG_011374,SUB_03879,2025-12-27,4.51,362,192,6.69,0.0
USG_011375,SUB_01403,2025-10-30,10.96,49,126,0.0,0.0
USG_011376,SUB_04175,2025-10-15,14.36,347,262,0.0,0.0
USG_011377,SUB_02750,2025-09-28,3.04,485,113,0.0,0.0
USG_011378,SUB_04316,2025-11-16,5.03,279,59,0.0,0.0
USG_011379,SUB_03419,2025-09-19,8.75,133,166,123.67,0.0
USG_011380,SUB_03153,2025-10-02,21.89,83,46,0.0,0.0
USG_011381,SUB_00885,2025-12-16,2.65,181,189,0.0,0.0
USG_011382,SUB_04086,2025-12-02,7.16,365,210,0.0,0.0
USG_011383,SUB_01831,2025-10-07,2.27,499,256,0.0,0.0
USG_011384,SUB_00832,2025-10-29,2.23,72,1,0.0,0.0
USG_011385,SUB_01093,2025-12-02,13.05,352,278,105.19,0.0
USG_011386,SUB_00522,2025-12-30,3.49,430,118,0.0,0.0
USG_011387,SUB_02931,2025-09-24,4.34,24,22,121.23,0.0
USG_011388,SUB_00660,2025-10-02,6.52,340,76,0.0,0.0
USG_011389,SUB_02410,2025-11-30,7.34,167,133,0.0,0.0
USG_011390,SUB_01908,2025-11-26,9.35,49,84,0.0,3.72
USG_011391,SUB_03436,2025-12-07,3.34,316,32,0.0,0.0
USG_011392,SUB_02350,2025-11-15,5.9,37,179,0.0,0.0
USG_011393,SUB_01784,2025-09-12,6.44,47,285,0.0,0.0
USG_011394,SUB_01865,2026-01-02,3.43,121,8,0.0,0.0
USG_011395,SUB_02130,2025-11-26,2.12,279,120,0.0,0.0
USG_011396,SUB_03185,2025-10-25,6.63,119,50,94.43,23.66
USG_011397,SUB_03897,2025-09-13,1.92,71,291,0.0,0.0
USG_011398,SUB_02506,2025-11-21,19.22,300,203,0.0,0.0
USG_011399,SUB_03527,2025-12-06,4.91,6,99,170.13,0.0
USG_011400,SUB_04059,2025-10-02,3.88,371,181,120.35,62.1
USG_011401,SUB_04176,2025-09-12,0.87,412,133,0.0,94.01
USG_011402,SUB_02606,2025-11-26,3.05,329,264,0.0,0.0
USG_011403,SUB_02238,2025-10-14,2.37,337,123,114.84,0.0
USG_011404,SUB_04511,2025-10-19,7.06,3,114,0.0,0.0
USG_011405,SUB_03207,2025-11-15,2.24,125,192,0.0,0.0
USG_011406,SUB_02646,2025-10-12,8.23,343,40,0.0,0.0
USG_011407,SUB_03232,2025-10-05,28.4,39,61,0.0,0.0
USG_011408,SUB_00480,2025-09-29,1.6,88,39,0.0,0.0
USG_011409,SUB_00378,2025-10-08,9.61,88,285,3.86,0.0
USG_011410,SUB_00440,2025-11-09,18.69,266,119,0.0,0.0
USG_011411,SUB_01767,2025-10-19,5.07,273,70,76.32,0.0
USG_011412,SUB_04854,2025-12-29,1.82,256,161,0.0,0.0
USG_011413,SUB_04448,2025-10-01,9.63,246,241,70.45,0.0
USG_011414,SUB_04343,2025-10-05,2.64,132,119,0.0,0.0
USG_011415,SUB_02776,2025-10-22,4.88,472,279,71.3,52.19
USG_011416,SUB_04963,2025-09-30,1.94,241,259,188.57,25.69
USG_011417,SUB_02947,2025-12-11,5.28,369,194,0.0,21.08
USG_011418,SUB_04369,2025-10-31,1.35,134,110,0.0,0.0
USG_011419,SUB_01489,2025-12-13,5.12,426,245,0.0,0.0
USG_011420,SUB_02406,2025-11-12,1.62,353,183,0.0,26.35
USG_011421,SUB_01039,2025-09-20,3.22,249,220,142.53,0.0
USG_011422,SUB_00025,2025-10-10,6.02,368,176,40.68,0.0
USG_011423,SUB_01242,2025-11-18,5.51,279,149,0.0,0.0
USG_011424,SUB_02648,2025-12-27,3.15,52,186,151.91,0.0
USG_011425,SUB_00187,2025-09-11,5.72,470,53,0.0,0.0
USG_011426,SUB_04316,2025-12-27,3.81,57,239,0.0,0.0
USG_011427,SUB_01551,2025-12-31,13.09,67,288,0.0,0.0
USG_011428,SUB_04579,2025-10-17,7.03,136,35,0.0,0.0
USG_011429,SUB_02776,2025-12-11,10.37,379,111,0.0,0.0
USG_011430,SUB_01304,2025-10-29,4.43,22,100,58.4,97.94
USG_011431,SUB_01959,2025-11-09,4.29,367,184,0.0,0.0
USG_011432,SUB_00171,2025-10-27,5.24,434,157,0.0,0.0
USG_011433,SUB_03319,2025-11-22,4.08,135,156,0.0,65.47
USG_011434,SUB_03506,2025-09-08,1.42,196,216,0.0,0.0
USG_011435,SUB_01855,2025-09-25,5.12,163,212,0.0,0.0
USG_011436,SUB_03567,2025-09-24,5.83,229,271,30.11,0.0
USG_011437,SUB_02580,2025-11-30,2.1,276,43,62.72,0.0
USG_011438,SUB_00526,2025-11-04,3.23,463,164,0.0,0.0
USG_011439,SUB_00289,2025-09-23,3.4,492,22,0.0,62.29
USG_011440,SUB_02627,2025-12-28,4.21,130,215,110.26,61.13
USG_011441,SUB_02370,2025-12-01,4.86,444,59,0.0,0.0
USG_011442,SUB_02370,2025-09-23,9.86,482,255,0.0,0.0
USG_011443,SUB_02136,2025-10-26,5.41,247,69,0.0,0.0
USG_011444,SUB_01456,2025-11-21,7.15,459,171,0.0,0.0
USG_011445,SUB_03718,2025-10-12,2.46,280,186,0.0,0.0
USG_011446,SUB_02913,2025-10-13,9.77,292,60,0.0,90.9
USG_011447,SUB_00481,2025-09-25,3.51,341,268,0.0,0.0
USG_011448,SUB_01446,2025-12-13,3.54,328,268,0.0,0.0
USG_011449,SUB_03616,2025-12-24,6.44,489,56,137.62,0.0
USG_011450,SUB_02934,2025-11-05,5.2,126,154,0.0,0.0
USG_011451,SUB_01246,2025-10-02,4.09,462,59,0.0,0.0
USG_011452,SUB_02928,2025-10-28,11.01,465,77,115.77,2.38
USG_011453,SUB_00876,2025-11-28,9.36,146,90,0.0,0.0
USG_011454,SUB_02408,2025-11-10,4.36,429,161,74.95,0.0
USG_011455,SUB_04757,2025-09-22,2.48,113,46,0.0,0.0
USG_011456,SUB_04601,2026-01-03,2.02,5,107,0.0,0.0
USG_011457,SUB_00884,2026-01-01,5.6,203,227,0.0,0.0
USG_011458,SUB_03660,2025-12-30,7.45,269,15,0.0,0.0
USG_011459,SUB_01372,2025-11-25,4.92,81,144,0.0,88.17
USG_011460,SUB_02839,2025-10-15,3.33,216,26,0.0,51.35
USG_011461,SUB_03206,2025-12-17,3.12,457,126,0.0,0.0
USG_011462,SUB_04363,2025-10-11,9.7,32,34,0.0,0.0
USG_011463,SUB_01838,2025-11-24,6.76,297,36,134.81,0.0
USG_011464,SUB_03561,2025-11-05,6.29,500,34,0.0,0.0
USG_011465,SUB_00020,2025-10-30,4.7,407,125,0.0,0.0
USG_011466,SUB_01997,2025-09-12,6.34,96,294,0.0,30.77
USG_011467,SUB_04248,2026-01-01,3.84,388,163,0.0,0.0
USG_011468,SUB_04094,2025-12-30,13.85,429,8,0.0,0.0
USG_011469,SUB_03556,2025-10-06,11.91,388,66,0.0,0.0
USG_011470,SUB_01012,2025-11-24,5.12,402,238,0.0,0.0
USG_011471,SUB_04435,2025-12-16,2.41,329,267,0.0,0.0
USG_011472,SUB_01379,2025-10-18,9.38,363,104,0.0,1.26
USG_011473,SUB_01457,2025-10-21,13.83,472,87,0.0,0.0
USG_011474,SUB_02405,2025-12-20,9.06,365,123,88.8,0.0
USG_011475,SUB_01216,2025-11-10,4.25,86,245,0.0,0.0
USG_011476,SUB_01404,2025-10-02,0.78,89,53,149.14,0.0
USG_011477,SUB_04738,2025-12-12,11.07,312,297,0.0,0.0
USG_011478,SUB_00645,2025-11-30,7.65,48,148,0.0,0.0
USG_011479,SUB_01182,2025-12-05,1.62,220,110,0.0,0.0
USG_011480,SUB_00244,2026-01-02,6.09,451,85,0.0,0.0
USG_011481,SUB_00792,2025-10-28,1.97,457,91,15.43,0.0
USG_011482,SUB_00141,2025-10-18,2.24,282,125,0.0,0.0
USG_011483,SUB_04996,2025-12-14,1.24,268,134,0.0,0.0
USG_011484,SUB_00760,2025-12-24,4.81,283,80,0.0,0.0
USG_011485,SUB_03146,2025-12-15,1.24,167,57,0.0,0.0
USG_011486,SUB_01839,2026-01-02,16.07,419,133,158.24,0.0
USG_011487,SUB_03408,2025-11-22,2.93,247,170,127.88,0.0
USG_011488,SUB_01949,2025-12-11,8.83,422,221,181.82,0.0
USG_011489,SUB_01708,2025-12-29,0.63,295,270,0.0,0.0
USG_011490,SUB_04819,2026-01-04,7.75,98,275,0.0,0.0
USG_011491,SUB_03404,2025-11-11,7.48,156,148,0.0,14.19
USG_011492,SUB_00215,2025-10-16,1.58,454,283,0.0,0.0
USG_011493,SUB_02339,2025-11-06,2.67,266,169,0.0,0.0
USG_011494,SUB_04489,2025-11-29,3.78,494,281,0.0,0.0
USG_011495,SUB_01348,2025-11-22,8.26,109,249,0.0,0.0
USG_011496,SUB_01734,2025-09-20,6.01,186,71,0.0,0.0
USG_011497,SUB_03482,2025-12-15,1.52,74,252,0.0,0.0
USG_011498,SUB_02821,2025-09-15,3.23,378,231,7.89,0.0
USG_011499,SUB_01605,2025-12-13,17.38,89,182,0.0,0.0
USG_011500,SUB_03067,2025-10-24,5.6,121,285,0.0,0.0
USG_011501,SUB_03772,2025-10-04,3.89,317,198,0.0,0.0
USG_011502,SUB_00635,2025-09-17,15.19,114,295,103.22,0.0
USG_011503,SUB_00195,2025-09-30,7.99,294,102,0.0,0.0
USG_011504,SUB_00175,2025-10-22,2.65,154,276,0.0,90.47
USG_011505,SUB_00758,2025-09-21,6.25,362,70,0.0,0.0
USG_011506,SUB_00544,2025-11-06,15.29,137,245,0.0,26.99
USG_011507,SUB_01324,2025-10-21,7.1,302,122,0.0,0.0
USG_011508,SUB_00123,2025-11-02,0.69,333,95,0.0,0.0
USG_011509,SUB_03972,2025-10-21,7.25,60,107,52.63,0.0
USG_011510,SUB_02907,2025-11-15,3.2,372,142,50.45,0.0
USG_011511,SUB_02279,2025-11-16,2.47,27,6,0.0,0.0
USG_011512,SUB_04153,2025-11-02,2.86,39,99,0.0,0.0
USG_011513,SUB_01318,2026-01-03,4.09,176,66,0.0,0.0
USG_011514,SUB_01876,2025-10-30,14.99,212,278,14.17,0.0
USG_011515,SUB_02586,2025-11-28,2.28,124,125,0.0,0.0
USG_011516,SUB_03844,2025-09-16,5.56,241,186,0.0,0.0
USG_011517,SUB_02674,2025-10-17,8.51,399,192,0.0,0.0
USG_011518,SUB_00085,2025-11-19,10.07,330,55,149.65,86.08
USG_011519,SUB_02639,2026-01-02,2.91,161,244,81.98,0.0
USG_011520,SUB_02238,2025-10-07,19.41,406,23,0.0,25.94
USG_011521,SUB_02150,2025-09-20,4.46,156,196,0.0,0.0
USG_011522,SUB_00020,2025-09-30,6.88,241,87,0.0,0.0
USG_011523,SUB_04512,2025-09-19,6.31,403,120,175.2,0.0
USG_011524,SUB_00317,2025-10-13,1.31,496,64,0.0,0.0
USG_011525,SUB_01184,2026-01-01,6.94,218,275,88.21,0.0
USG_011526,SUB_01156,2025-10-18,6.84,225,236,0.0,0.0
USG_011527,SUB_00794,2025-10-27,4.08,153,274,148.02,0.0
USG_011528,SUB_04655,2025-09-07,6.16,454,283,0.0,0.0
USG_011529,SUB_02299,2025-10-05,1.19,448,187,0.0,0.0
USG_011530,SUB_03425,2025-12-27,1.61,395,26,192.75,0.0
USG_011531,SUB_03049,2025-10-04,7.34,105,74,0.0,5.65
USG_011532,SUB_01914,2025-12-20,6.54,470,86,0.0,0.0
USG_011533,SUB_00771,2025-10-29,4.03,304,262,0.0,0.0
USG_011534,SUB_04432,2025-12-10,3.29,305,74,0.0,0.0
USG_011535,SUB_00669,2025-10-06,1.89,269,22,0.0,0.0
USG_011536,SUB_02228,2025-10-12,3.28,54,127,0.0,0.0
USG_011537,SUB_02670,2025-12-14,3.75,314,36,106.52,94.06
USG_011538,SUB_00710,2025-11-30,7.55,420,201,0.0,0.0
USG_011539,SUB_00730,2025-09-30,1.78,115,74,0.0,0.0
USG_011540,SUB_04592,2025-12-17,3.4,116,59,8.71,0.0
USG_011541,SUB_00528,2025-09-16,6.93,341,57,0.0,65.85
USG_011542,SUB_03732,2025-12-04,2.71,375,249,0.0,0.0
USG_011543,SUB_02109,2025-11-12,3.62,470,194,0.0,0.0
USG_011544,SUB_01020,2025-09-18,16.3,84,179,0.0,0.0
USG_011545,SUB_03616,2025-11-16,10.42,250,279,0.0,0.0
USG_011546,SUB_01543,2025-11-13,7.99,192,187,0.0,0.0
USG_011547,SUB_01470,2025-09-21,12.64,422,241,0.0,0.0
USG_011548,SUB_01166,2025-10-08,1.77,83,27,0.0,0.0
USG_011549,SUB_00242,2025-09-21,4.35,300,190,7.88,75.52
USG_011550,SUB_00730,2025-12-31,1.2,464,206,79.83,0.0
USG_011551,SUB_03599,2025-09-11,6.55,198,212,0.0,0.0
USG_011552,SUB_01961,2025-11-01,1.39,159,136,186.08,0.0
USG_011553,SUB_02933,2025-12-02,8.38,319,126,0.0,26.44
USG_011554,SUB_02941,2025-12-22,5.76,185,223,83.54,0.0
USG_011555,SUB_02043,2025-10-12,14.41,452,19,0.0,0.0
USG_011556,SUB_03313,2025-12-08,15.21,500,39,0.0,0.0
USG_011557,SUB_03906,2025-09-23,3.51,372,95,0.0,0.0
USG_011558,SUB_00305,2025-12-17,4.26,319,52,0.0,0.0
USG_011559,SUB_02756,2025-09-27,8.79,300,216,0.0,0.0
USG_011560,SUB_03887,2025-09-25,0.56,255,246,135.09,0.0
USG_011561,SUB_02369,2025-12-30,1.94,378,59,0.0,0.0
USG_011562,SUB_00984,2025-11-26,14.01,221,266,153.96,45.85
USG_011563,SUB_02075,2025-12-13,1.53,346,102,0.0,0.0
USG_011564,SUB_00323,2025-12-28,2.66,112,222,0.0,0.0
USG_011565,SUB_03974,2025-12-05,3.71,369,205,0.0,0.0
USG_011566,SUB_04858,2025-12-02,5.06,232,293,0.0,0.0
USG_011567,SUB_04062,2025-09-07,2.52,95,95,182.92,0.0
USG_011568,SUB_02913,2025-12-12,8.31,313,183,36.44,0.0
USG_011569,SUB_00517,2025-09-22,28.99,174,63,111.76,0.0
USG_011570,SUB_00148,2025-09-29,6.41,376,54,0.0,0.0
USG_011571,SUB_04734,2025-10-28,2.28,59,76,0.0,0.0
USG_011572,SUB_04399,2025-10-24,1.88,252,171,0.0,48.6
USG_011573,SUB_04006,2025-09-08,6.75,378,147,0.0,0.0
USG_011574,SUB_03570,2025-11-13,7.9,166,94,59.77,0.0
USG_011575,SUB_03129,2025-10-15,2.27,195,191,18.71,0.0
USG_011576,SUB_01247,2025-09-08,1.71,384,108,0.0,0.0
USG_011577,SUB_03785,2025-10-01,14.01,478,39,82.46,0.0
USG_011578,SUB_04417,2025-11-30,1.7,374,40,0.0,0.0
USG_011579,SUB_04883,2025-12-18,2.15,246,13,0.0,0.0
USG_011580,SUB_02699,2025-09-28,5.67,59,261,0.0,0.0
USG_011581,SUB_00522,2025-12-27,3.57,471,25,0.0,0.0
USG_011582,SUB_00327,2025-09-19,3.06,94,68,0.0,0.0
USG_011583,SUB_02843,2025-09-17,6.42,367,184,71.82,0.0
USG_011584,SUB_03669,2025-10-23,4.42,213,178,0.0,0.0
USG_011585,SUB_04229,2025-10-26,3.55,12,18,122.24,0.0
USG_011586,SUB_02195,2025-09-20,4.87,24,139,0.0,0.0
USG_011587,SUB_02734,2025-12-18,1.74,253,245,0.0,0.0
USG_011588,SUB_04551,2025-12-07,2.2,475,124,0.0,84.45
USG_011589,SUB_01479,2025-10-12,7.43,289,35,0.0,0.0
USG_011590,SUB_00886,2025-11-25,7.43,250,275,0.0,0.0
USG_011591,SUB_01007,2025-09-12,5.88,157,264,0.0,0.0
USG_011592,SUB_01654,2025-09-18,4.14,122,245,0.0,0.0
USG_011593,SUB_02858,2025-12-30,1.21,2,181,0.0,0.0
USG_011594,SUB_01256,2025-09-25,3.91,174,276,0.0,0.0
USG_011595,SUB_01443,2025-09-17,4.74,467,42,0.0,42.64
USG_011596,SUB_01177,2025-10-23,2.57,185,71,0.0,0.0
USG_011597,SUB_04104,2025-12-13,2.14,379,36,0.0,0.0
USG_011598,SUB_02430,2025-09-18,8.55,128,68,0.0,0.0
USG_011599,SUB_01659,2025-10-30,6.28,103,25,0.0,0.0
USG_011600,SUB_01788,2025-11-23,21.3,45,138,0.0,30.38
USG_011601,SUB_00567,2025-12-23,3.42,307,88,186.45,0.0
USG_011602,SUB_01056,2025-11-23,3.6,383,181,7.23,0.0
USG_011603,SUB_03987,2025-09-11,30.81,268,219,0.0,0.0
USG_011604,SUB_02868,2025-12-08,4.07,162,238,0.0,73.99
USG_011605,SUB_04539,2025-11-15,1.28,327,40,36.83,54.32
USG_011606,SUB_01511,2025-10-23,7.18,48,240,148.81,0.0
USG_011607,SUB_04224,2025-11-04,12.55,365,269,0.0,92.89
USG_011608,SUB_00090,2025-11-04,2.17,270,247,0.0,0.0
USG_011609,SUB_02004,2025-10-24,13.0,261,200,0.0,0.0
USG_011610,SUB_02512,2025-11-25,5.8,137,201,0.0,0.0
USG_011611,SUB_01868,2025-11-23,4.08,206,100,0.0,0.0
USG_011612,SUB_01994,2025-09-19,3.43,37,117,0.0,0.0
USG_011613,SUB_03873,2025-10-25,2.69,141,213,0.0,0.0
USG_011614,SUB_01496,2025-12-15,11.31,395,72,0.0,91.39
USG_011615,SUB_03215,2025-12-16,2.81,460,205,0.0,0.0
USG_011616,SUB_01692,2025-12-03,9.51,486,288,0.0,0.0
USG_011617,SUB_01539,2025-10-30,4.49,26,195,0.0,0.0
USG_011618,SUB_04819,2025-10-18,3.24,189,80,95.98,51.58
USG_011619,SUB_01420,2025-11-15,8.28,295,191,0.0,0.0
USG_011620,SUB_02242,2025-10-28,2.58,139,177,0.0,0.0
USG_011621,SUB_02909,2025-10-06,0.64,115,112,0.0,0.0
USG_011622,SUB_03382,2025-10-01,8.41,101,138,0.0,0.0
USG_011623,SUB_02918,2025-09-12,1.87,33,8,0.0,0.0
USG_011624,SUB_03856,2025-11-20,3.66,181,265,0.0,0.0
USG_011625,SUB_00526,2025-11-16,6.13,311,221,0.0,0.0
USG_011626,SUB_03750,2025-10-08,11.82,426,204,0.0,0.0
USG_011627,SUB_00759,2025-12-05,12.74,11,1,0.0,0.0
USG_011628,SUB_01652,2025-11-03,2.87,198,90,0.0,0.0
USG_011629,SUB_02459,2025-09-29,1.39,319,181,190.12,0.0
USG_011630,SUB_00557,2026-01-04,2.19,478,107,158.57,0.0
USG_011631,SUB_03680,2025-11-07,3.64,346,259,0.0,0.0
USG_011632,SUB_02515,2025-12-04,2.37,428,148,0.0,0.0
USG_011633,SUB_00163,2025-12-22,5.83,424,85,0.0,53.73
USG_011634,SUB_00445,2025-12-26,2.0,244,129,0.0,0.0
USG_011635,SUB_04027,2025-09-28,8.51,10,266,0.0,0.0
USG_011636,SUB_04455,2025-09-09,5.78,358,135,0.0,0.0
USG_011637,SUB_01370,2025-11-13,1.32,433,81,0.0,0.0
USG_011638,SUB_01614,2025-11-24,0.94,157,32,0.0,0.0
USG_011639,SUB_00786,2025-10-05,6.42,278,31,0.0,0.0
USG_011640,SUB_02238,2025-11-27,11.43,397,19,0.0,0.0
USG_011641,SUB_01352,2025-12-27,2.94,317,300,0.0,43.01
USG_011642,SUB_01630,2025-11-26,2.56,107,98,0.0,24.07
USG_011643,SUB_03122,2025-11-19,0.85,278,56,33.52,0.0
USG_011644,SUB_00069,2025-12-10,4.21,454,11,0.0,0.0
USG_011645,SUB_02556,2025-09-30,1.89,139,261,0.0,0.0
USG_011646,SUB_04821,2025-12-29,1.89,10,282,0.0,0.0
USG_011647,SUB_04096,2025-09-23,17.17,157,28,0.0,0.0
USG_011648,SUB_00566,2025-12-17,7.49,222,96,0.0,0.0
USG_011649,SUB_03286,2025-11-10,14.31,250,299,0.0,0.0
USG_011650,SUB_01066,2025-10-14,2.76,37,74,0.0,0.0
USG_011651,SUB_00500,2025-12-03,4.67,20,80,0.0,0.0
USG_011652,SUB_00956,2025-11-11,3.45,204,129,184.67,0.0
USG_011653,SUB_00659,2025-12-25,4.29,2,79,177.49,0.0
USG_011654,SUB_02387,2025-09-15,7.59,172,26,167.74,0.0
USG_011655,SUB_01748,2025-11-15,0.7,43,69,0.0,0.0
USG_011656,SUB_02826,2025-09-26,1.94,373,15,0.0,0.0
USG_011657,SUB_01353,2025-10-05,4.38,66,29,172.95,0.0
USG_011658,SUB_04956,2025-12-30,6.58,114,254,0.0,0.0
USG_011659,SUB_04131,2025-12-25,3.17,42,220,0.0,0.0
USG_011660,SUB_02167,2025-12-07,2.95,424,46,0.0,0.0
USG_011661,SUB_02394,2026-01-01,4.88,404,232,0.0,0.0
USG_011662,SUB_01689,2025-10-22,2.91,96,232,0.0,0.0
USG_011663,SUB_02606,2025-11-16,4.61,217,133,0.0,0.0
USG_011664,SUB_02411,2025-12-04,1.14,411,64,110.39,64.74
USG_011665,SUB_02455,2025-10-05,4.51,114,77,0.0,0.0
USG_011666,SUB_02438,2025-10-01,2.91,50,218,0.0,0.0
USG_011667,SUB_02817,2025-11-19,8.6,127,291,0.0,0.0
USG_011668,SUB_02464,2025-12-23,2.59,19,147,0.0,0.0
USG_011669,SUB_04905,2025-11-25,11.39,159,232,0.0,0.0
USG_011670,SUB_04600,2025-09-11,2.72,4,59,0.0,0.0
USG_011671,SUB_00336,2025-12-16,9.31,412,71,174.26,0.0
USG_011672,SUB_01142,2025-09-16,3.08,37,193,0.0,0.0
USG_011673,SUB_00085,2025-11-06,2.12,478,120,0.0,0.0
USG_011674,SUB_00290,2025-12-16,4.05,123,262,84.59,0.0
USG_011675,SUB_04851,2025-10-11,6.66,125,3,4.35,0.0
USG_011676,SUB_04938,2025-10-27,4.54,315,211,78.25,0.0
USG_011677,SUB_00796,2025-09-18,4.07,352,165,63.58,0.0
USG_011678,SUB_02254,2025-10-18,0.82,201,131,5.58,0.0
USG_011679,SUB_00667,2025-11-01,1.09,130,190,0.0,0.0
USG_011680,SUB_02270,2025-12-27,3.19,42,179,0.0,0.0
USG_011681,SUB_04889,2025-12-29,13.87,434,191,0.0,0.0
USG_011682,SUB_04698,2025-09-07,5.32,384,134,38.35,0.0
USG_011683,SUB_03307,2025-12-20,20.15,301,39,0.0,52.37
USG_011684,SUB_00197,2025-09-13,10.44,308,248,97.98,0.0
USG_011685,SUB_01792,2025-12-05,2.49,315,193,0.0,0.0
USG_011686,SUB_01072,2025-11-10,5.23,422,128,0.0,0.0
USG_011687,SUB_02924,2025-09-25,1.88,453,278,0.0,0.0
USG_011688,SUB_01615,2025-09-22,7.3,66,3,134.62,0.0
USG_011689,SUB_03710,2025-12-26,14.12,485,169,0.0,25.12
USG_011690,SUB_04244,2025-10-23,3.17,107,42,0.0,0.0
USG_011691,SUB_00800,2025-10-12,3.0,271,293,0.0,0.0
USG_011692,SUB_02258,2025-11-23,13.43,96,204,185.07,0.0
USG_011693,SUB_02665,2025-12-08,3.93,419,262,0.0,0.0
USG_011694,SUB_01817,2025-12-19,6.28,250,184,0.0,0.0
USG_011695,SUB_02742,2025-11-17,3.05,389,11,0.0,0.0
USG_011696,SUB_03706,2025-11-08,2.78,245,183,0.0,0.0
USG_011697,SUB_00668,2025-12-01,5.94,103,248,0.0,0.0
USG_011698,SUB_02905,2025-10-05,5.28,262,291,0.0,0.0
USG_011699,SUB_02834,2025-09-21,13.98,429,101,0.0,0.0
USG_011700,SUB_00315,2025-10-04,1.52,433,115,0.0,0.0
USG_011701,SUB_01716,2025-09-19,0.89,140,10,0.0,0.0
USG_011702,SUB_04149,2025-12-21,3.15,127,258,184.22,0.0
USG_011703,SUB_03259,2025-10-02,4.02,103,39,0.0,12.72
USG_011704,SUB_00617,2025-12-19,6.84,181,52,0.0,0.0
USG_011705,SUB_03777,2025-12-31,15.97,71,29,174.2,0.0
USG_011706,SUB_04034,2025-12-13,2.43,220,158,0.0,0.0
USG_011707,SUB_04808,2025-12-26,1.12,259,153,0.0,0.0
USG_011708,SUB_04326,2025-11-25,1.63,266,219,0.0,0.0
USG_011709,SUB_03203,2025-12-14,3.95,155,49,0.0,0.0
USG_011710,SUB_03458,2025-10-31,1.28,362,16,0.0,45.96
USG_011711,SUB_02748,2025-11-10,11.51,403,286,44.15,0.0
USG_011712,SUB_01085,2025-09-08,4.81,73,248,164.17,0.0
USG_011713,SUB_01511,2025-12-25,9.83,327,136,0.0,0.0
USG_011714,SUB_02653,2025-11-07,4.44,50,251,11.63,0.0
USG_011715,SUB_04499,2025-09-14,0.29,312,6,0.0,0.0
USG_011716,SUB_04929,2025-11-06,2.17,365,273,0.0,86.26
USG_011717,SUB_02551,2025-11-16,1.42,201,158,0.0,38.54
USG_011718,SUB_01213,2025-10-22,1.41,233,284,0.0,0.0
USG_011719,SUB_02260,2025-11-23,1.99,133,92,24.31,47.18
USG_011720,SUB_02316,2025-09-24,0.92,151,81,0.0,0.0
USG_011721,SUB_00085,2025-11-23,3.02,41,216,122.47,0.0
USG_011722,SUB_02714,2025-10-31,4.17,132,136,0.0,0.0
