bill_id,subscriber_id,billing_month,bill_amount,payment_status,payment_date,credit_adjustment,adjustment_reason
BIL_003850,SUB_01308,2025-12-01,249.56,Paid,2025-12-07,0.0,
BIL_003851,SUB_04116,2025-12-01,150.44,Paid,2025-12-16,0.0,
BIL_003852,SUB_01281,2025-11-01,134.11,Pending,,0.0,
BIL_003853,SUB_02268,2025-11-01,277.27,Partial,2025-11-14,0.0,
BIL_003854,SUB_02830,2025-12-01,195.95,Paid,2025-12-05,0.0,
BIL_003855,SUB_00891,2026-01-01,94.94,Pending,,0.0,
BIL_003856,SUB_00220,2025-11-01,114.14,Paid,2025-11-10,0.0,
BIL_003857,SUB_03764,2025-12-01,158.9,Paid,2025-12-13,70.08,Billing Error
BIL_003858,SUB_02571,2025-11-01,458.33,Paid,2025-11-03,0.0,
BIL_003859,SUB_02249,2025-11-01,96.41,Paid,2025-11-04,0.0,
BIL_003860,SUB_01745,2025-12-01,296.07,Overdue,,0.0,
BIL_003861,SUB_00799,2025-12-01,247.67,Paid,2025-12-09,0.0,
BIL_003862,SUB_02089,2025-11-01,112.27,Paid,2025-11-08,0.0,
BIL_003863,SUB_03539,2025-11-01,322.05,Paid,2025-11-16,0.0,
BIL_003864,SUB_03623,2025-12-01,269.98,Pending,,31.84,Service Failure
BIL_003865,SUB_03078,2025-12-01,134.68,Partial,2025-12-21,0.0,
BIL_003866,SUB_04470,2025-11-01,195.32,Paid,2025-11-16,0.0,
BIL_003867,SUB_00139,2026-01-01,336.42,Partial,2026-01-26,0.0,
BIL_003868,SUB_01059,2025-11-01,172.46,Paid,2025-11-07,0.0,
BIL_003869,SUB_00773,2025-12-01,130.75,Partial,2025-12-23,0.0,
BIL_003870,SUB_01008,2025-11-01,271.81,Paid,2025-11-07,0.0,
BIL_003871,SUB_04837,2026-01-01,113.15,Paid,2026-01-16,0.0,
BIL_003872,SUB_01766,2025-12-01,440.53,Overdue,,0.0,
BIL_003873,SUB_03048,2026-01-01,224.66,Paid,2026-01-13,0.0,
BIL_003874,SUB_00523,2025-11-01,288.22,Pending,,0.0,
BIL_003875,SUB_01079,2025-12-01,465.82,Paid,2025-12-08,0.0,
BIL_003876,SUB_03021,2025-12-01,94.7,Paid,2025-12-09,0.0,
BIL_003877,SUB_00649,2026-01-01,108.32,Paid,2026-01-14,0.0,
BIL_003878,SUB_01140,2025-12-01,490.54,Paid,2025-12-15,0.0,
BIL_003879,SUB_00900,2025-12-01,232.28,Pending,,0.0,
BIL_003880,SUB_00839,2025-12-01,118.92,Paid,2025-12-02,0.0,
BIL_003881,SUB_01416,2026-01-01,260.94,Paid,2026-01-05,0.0,
BIL_003882,SUB_03551,2026-01-01,295.51,Pending,,0.0,
BIL_003883,SUB_04466,2025-12-01,145.28,Paid,2025-12-02,0.0,
BIL_003884,SUB_01276,2025-11-01,200.15,Paid,2025-11-08,0.0,
BIL_003885,SUB_04857,2026-01-01,99.39,Paid,2026-01-12,0.0,
BIL_003886,SUB_02722,2025-12-01,91.1,Overdue,,0.0,
BIL_003887,SUB_02784,2026-01-01,221.33,Paid,2026-01-16,0.0,
BIL_003888,SUB_00326,2026-01-01,125.81,Paid,2026-01-05,0.0,
BIL_003889,SUB_01432,2025-11-01,106.17,Paid,2025-11-06,0.0,
BIL_003890,SUB_03862,2025-11-01,184.88,Partial,2025-11-17,0.0,
BIL_003891,SUB_03881,2025-12-01,222.18,Paid,2025-12-02,0.0,
BIL_003892,SUB_03443,2026-01-01,239.81,Partial,2026-01-06,0.0,
BIL_003893,SUB_01575,2025-11-01,272.09,Paid,2025-11-09,0.0,
BIL_003894,SUB_04637,2025-11-01,227.26,Paid,2025-11-04,0.0,
BIL_003895,SUB_00488,2026-01-01,160.86,Paid,2026-01-16,0.0,
BIL_003896,SUB_02925,2026-01-01,494.98,Partial,2026-01-06,0.0,
BIL_003897,SUB_03478,2026-01-01,293.08,Pending,,0.0,
BIL_003898,SUB_02928,2025-11-01,349.71,Partial,2025-11-11,0.0,
BIL_003899,SUB_01148,2025-11-01,151.74,Pending,,0.0,
BIL_003900,SUB_02468,2025-12-01,112.64,Paid,2025-12-12,0.0,
BIL_003901,SUB_03934,2026-01-01,187.67,Partial,2026-01-15,0.0,
BIL_003902,SUB_01875,2026-01-01,126.45,Overdue,,56.0,Network Outage
BIL_003903,SUB_01980,2026-01-01,96.36,Paid,2026-01-12,0.0,
BIL_003904,SUB_00196,2025-11-01,99.69,Partial,2025-11-16,0.0,
BIL_003905,SUB_02722,2026-01-01,96.09,Overdue,,0.0,
BIL_003906,SUB_03190,2026-01-01,97.42,Paid,2026-01-05,30.66,Complaint Resolution
BIL_003907,SUB_04780,2026-01-01,174.74,Paid,2026-01-09,0.0,
BIL_003908,SUB_01367,2026-01-01,322.87,Paid,2026-01-16,0.0,
BIL_003909,SUB_03369,2025-12-01,176.87,Paid,2025-12-06,0.0,
BIL_003910,SUB_04194,2025-11-01,199.74,Paid,2025-11-12,0.0,
BIL_003911,SUB_02381,2026-01-01,515.87,Pending,,0.0,
BIL_003912,SUB_00485,2026-01-01,140.45,Paid,2026-01-15,0.0,
BIL_003913,SUB_01897,2025-12-01,176.9,Paid,2025-12-04,0.0,
BIL_003914,SUB_04163,2025-12-01,92.46,Paid,2025-12-12,0.0,
BIL_003915,SUB_02156,2026-01-01,191.32,Paid,2026-01-09,0.0,
BIL_003916,SUB_03327,2025-12-01,178.76,Overdue,,0.0,
BIL_003917,SUB_02032,2025-12-01,107.99,Paid,2025-12-09,0.0,
BIL_003918,SUB_01182,2025-12-01,437.48,Paid,2025-12-04,0.0,
BIL_003919,SUB_04532,2025-12-01,316.89,Pending,,0.0,
BIL_003920,SUB_04592,2025-11-01,398.64,Paid,2025-11-02,0.0,
BIL_003921,SUB_04112,2026-01-01,292.11,Overdue,,0.0,
BIL_003922,SUB_04173,2025-11-01,242.28,Partial,2025-11-23,0.0,
BIL_003923,SUB_02858,2026-01-01,131.59,Paid,2026-01-09,0.0,
BIL_003924,SUB_03501,2026-01-01,351.39,Paid,2026-01-08,0.0,
BIL_003925,SUB_00250,2025-11-01,502.32,Paid,2025-11-02,37.96,Billing Error
BIL_003926,SUB_03716,2025-12-01,121.76,Partial,2025-12-15,0.0,
BIL_003927,SUB_01341,2026-01-01,128.56,Overdue,,0.0,
BIL_003928,SUB_04851,2026-01-01,197.91,Paid,2026-01-13,83.02,Billing Error
BIL_003929,SUB_03044,2026-01-01,220.16,Overdue,,0.0,
BIL_003930,SUB_00750,2025-11-01,129.6,Paid,2025-11-06,0.0,
BIL_003931,SUB_04669,2025-11-01,85.25,Paid,2025-11-11,0.0,
BIL_003932,SUB_03543,2025-12-01,297.99,Paid,2025-12-03,0.0,
BIL_003933,SUB_00674,2025-12-01,464.74,Paid,2025-12-07,0.0,
BIL_003934,SUB_02333,2025-12-01,342.83,Paid,2025-12-11,0.0,
BIL_003935,SUB_01206,2025-12-01,139.64,Overdue,,0.0,
BIL_003936,SUB_02316,2025-12-01,351.97,Paid,2025-12-12,0.0,
BIL_003937,SUB_02821,2025-11-01,542.39,Overdue,,0.0,
BIL_003938,SUB_04028,2025-11-01,287.06,Paid,2025-11-08,0.0,
BIL_003939,SUB_01161,2025-11-01,370.76,Paid,2025-11-16,0.0,
BIL_003940,SUB_04884,2025-11-01,105.6,Paid,2025-11-12,0.0,
BIL_003941,SUB_00416,2025-11-01,399.52,Overdue,,0.0,
BIL_003942,SUB_01493,2025-12-01,394.47,Paid,2025-12-12,0.0,
BIL_003943,SUB_02410,2025-11-01,249.13,Overdue,,0.0,
BIL_003944,SUB_04684,2025-12-01,215.07,Paid,2025-12-02,0.0,
BIL_003945,SUB_03169,2025-12-01,166.89,Paid,2025-12-12,66.1,Complaint Resolution
BIL_003946,SUB_00847,2025-12-01,146.85,Paid,2025-12-02,0.0,
BIL_003947,SUB_02091,2025-11-01,157.35,Paid,2025-11-16,0.0,
BIL_003948,SUB_03400,2025-11-01,74.95,Overdue,,0.0,
BIL_003949,SUB_00760,2026-01-01,163.77,Paid,2026-01-02,0.0,
BIL_003950,SUB_01303,2025-12-01,516.13,Overdue,,0.0,
BIL_003951,SUB_04462,2025-11-01,148.88,Paid,2025-11-16,0.0,
BIL_003952,SUB_03145,2025-12-01,197.84,Paid,2025-12-09,76.09,Billing Error
BIL_003953,SUB_02840,2025-11-01,358.57,Paid,2025-11-02,0.0,
BIL_003954,SUB_01815,2025-11-01,320.27,Pending,,0.0,
BIL_003955,SUB_04773,2025-11-01,73.55,Paid,2025-11-07,0.0,
BIL_003956,SUB_02336,2026-01-01,328.88,Pending,,0.0,
BIL_003957,SUB_00946,2026-01-01,157.72,Overdue,,0.0,
BIL_003958,SUB_03395,2025-12-01,513.2,Pending,,0.0,
BIL_003959,SUB_04830,2026-01-01,521.92,Paid,2026-01-14,0.0,
BIL_003960,SUB_01768,2025-11-01,212.12,Paid,2025-11-08,0.0,
BIL_003961,SUB_03697,2026-01-01,241.31,Paid,2026-01-05,0.0,
BIL_003962,SUB_04725,2025-12-01,74.12,Overdue,,0.0,
BIL_003963,SUB_04670,2025-12-01,274.15,Paid,2025-12-13,0.0,
BIL_003964,SUB_00788,2025-11-01,137.79,Paid,2025-11-08,0.0,
BIL_003965,SUB_04422,2026-01-01,80.03,Paid,2026-01-02,0.0,
BIL_003966,SUB_01288,2025-11-01,205.65,Paid,2025-11-08,0.0,
BIL_003967,SUB_00185,2025-11-01,260.58,Paid,2025-11-10,0.0,
BIL_003968,SUB_03146,2025-11-01,353.51,Partial,2025-11-14,0.0,
BIL_003969,SUB_04386,2025-12-01,155.32,Paid,2025-12-13,0.0,
BIL_003970,SUB_02192,2026-01-01,322.95,Paid,2026-01-05,0.0,
BIL_003971,SUB_02566,2025-12-01,246.55,Partial,2025-12-26,0.0,
BIL_003972,SUB_00560,2025-11-01,113.18,Paid,2025-11-04,0.0,
BIL_003973,SUB_01885,2025-12-01,150.49,Overdue,,0.0,
BIL_003974,SUB_00713,2026-01-01,284.22,Paid,2026-01-10,0.0,
BIL_003975,SUB_04453,2025-12-01,325.0,Paid,2025-12-13,67.57,Network Outage
BIL_003976,SUB_03535,2026-01-01,408.18,Paid,2026-01-15,0.0,
BIL_003977,SUB_04845,2025-12-01,146.41,Overdue,,0.0,
BIL_003978,SUB_02915,2025-12-01,236.64,Overdue,,0.0,
BIL_003979,SUB_02454,2025-12-01,540.75,Paid,2025-12-11,47.98,Complaint Resolution
BIL_003980,SUB_03396,2025-12-01,146.68,Paid,2025-12-15,0.0,
BIL_003981,SUB_01495,2026-01-01,228.07,Paid,2026-01-15,0.0,
BIL_003982,SUB_01539,2026-01-01,73.54,Paid,2026-01-05,0.0,
BIL_003983,SUB_03407,2025-11-01,220.99,Overdue,,0.0,
BIL_003984,SUB_01531,2025-12-01,102.19,Paid,2025-12-11,0.0,
BIL_003985,SUB_02891,2025-11-01,278.71,Overdue,,0.0,
BIL_003986,SUB_01455,2025-11-01,545.35,Paid,2025-11-03,0.0,
BIL_003987,SUB_04662,2025-11-01,90.5,Overdue,,0.0,
BIL_003988,SUB_04698,2025-12-01,230.44,Partial,2025-12-06,0.0,
BIL_003989,SUB_02868,2025-11-01,84.64,Overdue,,0.0,
BIL_003990,SUB_02357,2025-12-01,186.59,Paid,2025-12-14,0.0,
BIL_003991,SUB_00010,2026-01-01,346.55,Pending,,0.0,
BIL_003992,SUB_02401,2025-11-01,120.97,Pending,,0.0,
BIL_003993,SUB_01525,2025-12-01,96.55,Paid,2025-12-16,0.0,
BIL_003994,SUB_03438,2026-01-01,100.71,Partial,2026-01-15,0.0,
BIL_003995,SUB_00805,2026-01-01,386.79,Paid,2026-01-14,0.0,
BIL_003996,SUB_04023,2026-01-01,126.4,Pending,,0.0,
BIL_003997,SUB_04490,2026-01-01,83.79,Paid,2026-01-03,0.0,
BIL_003998,SUB_00211,2025-11-01,110.39,Overdue,,0.0,
BIL_003999,SUB_01845,2026-01-01,251.21,Paid,2026-01-15,0.0,
BIL_004000,SUB_03878,2026-01-01,121.55,Paid,2026-01-03,0.0,
BIL_004001,SUB_02866,2025-11-01,130.87,Partial,2025-11-08,0.0,
BIL_004002,SUB_02866,2025-11-01,125.97,Paid,2025-11-07,0.0,
BIL_004003,SUB_03931,2025-12-01,304.24,Partial,2025-12-09,0.0,
BIL_004004,SUB_04985,2026-01-01,143.68,Overdue,,60.51,Billing Error
BIL_004005,SUB_00622,2025-11-01,185.8,Paid,2025-11-16,0.0,
BIL_004006,SUB_04152,2026-01-01,107.44,Paid,2026-01-10,0.0,
BIL_004007,SUB_04956,2026-01-01,427.86,Paid,2026-01-14,0.0,
BIL_004008,SUB_01475,2026-01-01,438.17,Overdue,,0.0,
BIL_004009,SUB_02224,2025-11-01,147.45,Paid,2025-11-06,0.0,
BIL_004010,SUB_02749,2025-11-01,326.27,Overdue,,0.0,
BIL_004011,SUB_02867,2025-12-01,152.28,Paid,2025-12-08,0.0,
BIL_004012,SUB_04104,2025-12-01,210.31,Overdue,,0.0,
BIL_004013,SUB_01945,2025-12-01,328.12,Overdue,,0.0,
BIL_004014,SUB_02140,2026-01-01,262.49,Paid,2026-01-07,0.0,
BIL_004015,SUB_04596,2026-01-01,526.26,Overdue,,0.0,
BIL_004016,SUB_02419,2025-12-01,164.86,Paid,2025-12-10,0.0,
BIL_004017,SUB_04079,2025-11-01,173.0,Overdue,,26.3,Complaint Resolution
BIL_004018,SUB_03214,2025-11-01,236.5,Paid,2025-11-05,0.0,
BIL_004019,SUB_03039,2025-11-01,192.7,Paid,2025-11-04,0.0,
BIL_004020,SUB_00008,2025-11-01,237.94,Paid,2025-11-16,0.0,
BIL_004021,SUB_03346,2026-01-01,331.29,Partial,2026-01-16,0.0,
BIL_004022,SUB_02541,2025-11-01,160.63,Paid,2025-11-07,0.0,
BIL_004023,SUB_03306,2025-11-01,245.0,Paid,2025-11-07,0.0,
BIL_004024,SUB_04702,2025-11-01,492.32,Paid,2025-11-09,0.0,
BIL_004025,SUB_02672,2025-12-01,248.22,Paid,2025-12-12,0.0,
BIL_004026,SUB_04219,2026-01-01,95.16,Overdue,,0.0,
BIL_004027,SUB_04521,2025-12-01,394.38,Paid,2025-12-05,0.0,
BIL_004028,SUB_00052,2026-01-01,98.06,Paid,2026-01-06,0.0,
BIL_004029,SUB_01953,2025-11-01,112.84,Overdue,,0.0,
BIL_004030,SUB_01345,2025-12-01,350.53,Paid,2025-12-03,0.0,
BIL_004031,SUB_01729,2026-01-01,116.48,Overdue,,0.0,
BIL_004032,SUB_00416,2025-12-01,368.23,Paid,2025-12-16,0.0,
BIL_004033,SUB_02912,2026-01-01,185.0,Paid,2026-01-14,0.0,
BIL_004034,SUB_01875,2025-12-01,163.91,Paid,2025-12-13,0.0,
BIL_004035,SUB_02997,2026-01-01,106.13,Paid,2026-01-16,0.0,
BIL_004036,SUB_01975,2025-12-01,77.53,Pending,,0.0,
BIL_004037,SUB_01429,2026-01-01,347.58,Pending,,0.0,
BIL_004038,SUB_00172,2025-11-01,198.65,Paid,2025-11-07,37.87,Complaint Resolution
BIL_004039,SUB_03823,2025-12-01,150.66,Paid,2025-12-14,0.0,
BIL_004040,SUB_03283,2025-11-01,360.28,Paid,2025-11-16,0.0,
BIL_004041,SUB_02877,2025-11-01,277.96,Paid,2025-11-11,0.0,
BIL_004042,SUB_03604,2025-11-01,258.08,Paid,2025-11-14,0.0,
BIL_004043,SUB_03155,2025-11-01,161.52,Paid,2025-11-04,0.0,
BIL_004044,SUB_04714,2026-01-01,221.03,Paid,2026-01-03,0.0,
BIL_004045,SUB_04404,2025-12-01,269.56,Overdue,,0.0,
BIL_004046,SUB_01826,2026-01-01,65.55,Partial,2026-01-08,15.38,Service Failure
BIL_004047,SUB_03196,2026-01-01,63.69,Overdue,,0.0,
BIL_004048,SUB_02242,2026-01-01,180.07,Paid,2026-01-15,99.95,Billing Error
BIL_004049,SUB_02121,2025-11-01,418.29,Paid,2025-11-07,0.0,
BIL_004050,SUB_01339,2025-12-01,196.74,Overdue,,0.0,
BIL_004051,SUB_03709,2025-11-01,241.63,Paid,2025-11-16,0.0,
BIL_004052,SUB_00236,2025-11-01,318.72,Pending,,0.0,
BIL_004053,SUB_00062,2026-01-01,174.36,Paid,2026-01-05,52.18,Billing Error
BIL_004054,SUB_01343,2025-11-01,200.72,Overdue,,0.0,
BIL_004055,SUB_00177,2025-11-01,207.6,Paid,2025-11-03,0.0,
BIL_004056,SUB_04030,2025-12-01,113.33,Paid,2025-12-09,0.0,
BIL_004057,SUB_02220,2025-12-01,220.35,Paid,2025-12-04,0.0,
BIL_004058,SUB_02032,2025-11-01,84.3,Paid,2025-11-09,0.0,
BIL_004059,SUB_02235,2025-11-01,172.46,Paid,2025-11-05,0.0,
BIL_004060,SUB_02065,2026-01-01,174.94,Partial,2026-01-14,0.0,
BIL_004061,SUB_01856,2025-12-01,196.25,Paid,2025-12-12,0.0,
BIL_004062,SUB_02069,2026-01-01,154.93,Overdue,,0.0,
BIL_004063,SUB_02063,2025-11-01,354.88,Paid,2025-11-16,0.0,
BIL_004064,SUB_04154,2025-12-01,205.41,Paid,2025-12-07,0.0,
BIL_004065,SUB_01733,2025-11-01,185.26,Paid,2025-11-07,0.0,
BIL_004066,SUB_04754,2026-01-01,98.75,Paid,2026-01-16,0.0,
BIL_004067,SUB_01099,2025-11-01,400.37,Paid,2025-11-03,0.0,
BIL_004068,SUB_00815,2025-12-01,183.89,Partial,2025-12-23,0.0,
BIL_004069,SUB_01176,2025-11-01,372.28,Overdue,,0.0,
BIL_004070,SUB_01601,2025-12-01,70.15,Paid,2025-12-09,0.0,
BIL_004071,SUB_00568,2026-01-01,132.42,Paid,2026-01-09,0.0,
BIL_004072,SUB_02309,2026-01-01,365.18,Paid,2026-01-03,0.0,
BIL_004073,SUB_04800,2026-01-01,192.66,Paid,2026-01-12,0.0,
BIL_004074,SUB_03711,2025-11-01,154.98,Pending,,0.0,
BIL_004075,SUB_00377,2026-01-01,167.17,Partial,2026-01-23,0.0,
BIL_004076,SUB_00597,2026-01-01,152.44,Paid,2026-01-14,0.0,
BIL_004077,SUB_04196,2025-12-01,107.46,Paid,2025-12-15,0.0,
BIL_004078,SUB_02543,2026-01-01,213.12,Paid,2026-01-10,0.0,
BIL_004079,SUB_02420,2026-01-01,207.5,Paid,2026-01-12,0.0,
BIL_004080,SUB_00989,2025-12-01,70.84,Paid,2025-12-12,0.0,
BIL_004081,SUB_02850,2025-12-01,246.58,Paid,2025-12-10,0.0,
BIL_004082,SUB_04841,2025-11-01,343.67,Paid,2025-11-13,0.0,
BIL_004083,SUB_00427,2025-11-01,270.4,Paid,2025-11-07,0.0,
BIL_004084,SUB_04054,2025-11-01,225.41,Paid,2025-11-09,0.0,
BIL_004085,SUB_01527,2025-11-01,190.55,Paid,2025-11-05,0.0,
BIL_004086,SUB_02972,2025-11-01,126.99,Pending,,0.0,
BIL_004087,SUB_02644,2025-12-01,371.17,Overdue,,0.0,
BIL_004088,SUB_01417,2025-12-01,336.32,Partial,2025-12-25,0.0,
BIL_004089,SUB_00437,2025-12-01,120.81,Overdue,,0.0,
BIL_004090,SUB_01625,2026-01-01,102.92,Paid,2026-01-14,0.0,
BIL_004091,SUB_00287,2025-11-01,275.26,Paid,2025-11-06,0.0,
BIL_004092,SUB_01119,2025-11-01,339.82,Paid,2025-11-09,0.0,
BIL_004093,SUB_01154,2025-11-01,135.63,Paid,2025-11-08,0.0,
BIL_004094,SUB_03923,2025-12-01,124.59,Overdue,,0.0,
BIL_004095,SUB_01099,2025-11-01,410.6,Paid,2025-11-03,0.0,
BIL_004096,SUB_01739,2025-12-01,319.32,Partial,2025-12-22,0.0,
BIL_004097,SUB_01576,2026-01-01,239.07,Paid,2026-01-06,0.0,
BIL_004098,SUB_01060,2025-11-01,358.22,Paid,2025-11-16,0.0,
BIL_004099,SUB_03854,2026-01-01,384.16,Paid,2026-01-02,0.0,
BIL_004100,SUB_04123,2025-11-01,44.6,Paid,2025-11-02,0.0,
BIL_004101,SUB_00898,2025-11-01,429.51,Paid,2025-11-04,0.0,
BIL_004102,SUB_04784,2025-12-01,153.93,Partial,2025-12-25,0.0,
BIL_004103,SUB_02908,2025-12-01,406.86,Paid,2025-12-12,0.0,
BIL_004104,SUB_03278,2025-11-01,93.59,Pending,,0.0,
BIL_004105,SUB_02640,2025-12-01,157.56,Partial,2025-12-06,0.0,
BIL_004106,SUB_02808,2025-11-01,271.84,Paid,2025-11-15,0.0,
BIL_004107,SUB_01826,2025-12-01,62.59,Paid,2025-12-16,0.0,
BIL_004108,SUB_00041,2025-11-01,197.16,Paid,2025-11-06,90.44,Complaint Resolution
BIL_004109,SUB_01483,2025-12-01,112.9,Paid,2025-12-07,0.0,
BIL_004110,SUB_00068,2025-12-01,330.81,Paid,2025-12-05,0.0,
BIL_004111,SUB_04334,2026-01-01,65.32,Paid,2026-01-07,0.0,
BIL_004112,SUB_02576,2025-12-01,52.21,Paid,2025-12-12,0.0,
BIL_004113,SUB_03596,2025-12-01,124.47,Partial,2025-12-06,0.0,
BIL_004114,SUB_04990,2025-11-01,248.33,Paid,2025-11-09,0.0,
BIL_004115,SUB_03244,2025-12-01,436.69,Paid,2025-12-16,0.0,
BIL_004116,SUB_03331,2025-11-01,215.38,Paid,2025-11-13,0.0,
BIL_004117,SUB_01022,2025-12-01,121.93,Paid,2025-12-14,0.0,
BIL_004118,SUB_04121,2025-12-01,207.72,Paid,2025-12-09,0.0,
BIL_004119,SUB_00303,2025-11-01,234.08,Paid,2025-11-08,0.0,
BIL_004120,SUB_03614,2025-12-01,226.32,Paid,2025-12-13,0.0,
BIL_004121,SUB_00089,2025-11-01,113.18,Paid,2025-11-08,0.0,
BIL_004122,SUB_02651,2025-11-01,234.21,Paid,2025-11-10,41.46,Service Failure
BIL_004123,SUB_04616,2026-01-01,146.66,Partial,2026-01-15,0.0,
BIL_004124,SUB_03131,2025-11-01,165.35,Paid,2025-11-06,0.0,
BIL_004125,SUB_03102,2026-01-01,130.11,Overdue,,0.0,
BIL_004126,SUB_01046,2026-01-01,279.66,Overdue,,0.0,
BIL_004127,SUB_01810,2025-12-01,395.29,Paid,2025-12-07,0.0,
BIL_004128,SUB_04568,2025-12-01,140.9,Paid,2025-12-02,0.0,
BIL_004129,SUB_04467,2025-11-01,123.72,Paid,2025-11-13,0.0,
BIL_004130,SUB_04804,2025-11-01,186.1,Paid,2025-11-11,0.0,
BIL_004131,SUB_00993,2025-11-01,368.41,Paid,2025-11-03,0.0,
BIL_004132,SUB_00121,2026-01-01,192.76,Overdue,,0.0,
BIL_004133,SUB_02087,2026-01-01,309.04,Overdue,,0.0,
BIL_004134,SUB_01993,2025-12-01,428.16,Partial,2025-12-17,0.0,
BIL_004135,SUB_02134,2025-11-01,196.21,Pending,,0.0,
BIL_004136,SUB_03556,2026-01-01,204.21,Paid,2026-01-06,0.0,
BIL_004137,SUB_00361,2025-12-01,357.18,Paid,2025-12-08,17.99,Service Failure
BIL_004138,SUB_04069,2025-12-01,266.76,Paid,2025-12-08,70.5,Service Failure
BIL_004139,SUB_04033,2025-11-01,259.25,Overdue,,0.0,
BIL_004140,SUB_04729,2025-12-01,352.32,Overdue,,0.0,
BIL_004141,SUB_04962,2025-11-01,115.7,Paid,2025-11-12,0.0,
BIL_004142,SUB_04940,2025-12-01,203.34,Paid,2025-12-10,0.0,
BIL_004143,SUB_01207,2025-11-01,349.82,Paid,2025-11-08,0.0,
BIL_004144,SUB_04908,2025-12-01,179.15,Paid,2025-12-08,0.0,
BIL_004145,SUB_00126,2026-01-01,176.39,Paid,2026-01-10,0.0,
BIL_004146,SUB_00658,2025-12-01,201.8,Paid,2025-12-11,0.0,
BIL_004147,SUB_01929,2025-12-01,93.48,Overdue,,0.0,
BIL_004148,SUB_01711,2025-11-01,144.09,Paid,2025-11-04,0.0,
BIL_004149,SUB_03788,2025-12-01,285.22,Overdue,,0.0,
BIL_004150,SUB_03551,2025-11-01,317.71,Pending,,0.0,
BIL_004151,SUB_02351,2025-12-01,190.85,Paid,2025-12-10,0.0,
BIL_004152,SUB_03226,2025-12-01,99.99,Paid,2025-12-13,0.0,
BIL_004153,SUB_00229,2025-11-01,193.45,Pending,,0.0,
BIL_004154,SUB_04954,2025-11-01,134.24,Paid,2025-11-05,0.0,
BIL_004155,SUB_01330,2026-01-01,100.74,Partial,2026-01-24,0.0,
BIL_004156,SUB_04937,2025-11-01,365.9,Partial,2025-11-15,0.0,
BIL_004157,SUB_02225,2026-01-01,94.36,Paid,2026-01-06,0.0,
BIL_004158,SUB_00662,2025-12-01,524.75,Paid,2025-12-16,0.0,
BIL_004159,SUB_04301,2026-01-01,186.28,Paid,2026-01-16,0.0,
BIL_004160,SUB_04698,2026-01-01,281.78,Paid,2026-01-09,0.0,
BIL_004161,SUB_04914,2025-12-01,210.67,Paid,2025-12-05,0.0,
BIL_004162,SUB_03707,2025-11-01,184.95,Paid,2025-11-15,0.0,
BIL_004163,SUB_02261,2025-11-01,429.65,Paid,2025-11-07,0.0,
BIL_004164,SUB_04224,2026-01-01,237.81,Paid,2026-01-10,0.0,
BIL_004165,SUB_01248,2026-01-01,495.9,Paid,2026-01-03,0.0,
BIL_004166,SUB_02769,2025-11-01,181.04,Paid,2025-11-02,0.0,
BIL_004167,SUB_00163,2025-11-01,116.62,Paid,2025-11-07,0.0,
BIL_004168,SUB_01303,2025-12-01,555.9,Pending,,0.0,
BIL_004169,SUB_00715,2025-11-01,91.76,Paid,2025-11-15,0.0,
BIL_004170,SUB_02042,2025-11-01,114.68,Paid,2025-11-03,97.76,Complaint Resolution
BIL_004171,SUB_03497,2025-12-01,135.44,Paid,2025-12-06,0.0,
BIL_004172,SUB_03419,2025-11-01,452.76,Paid,2025-11-02,0.0,
BIL_004173,SUB_00772,2026-01-01,249.55,Pending,,0.0,
BIL_004174,SUB_00497,2026-01-01,313.42,Paid,2026-01-10,0.0,
BIL_004175,SUB_01454,2025-12-01,81.78,Paid,2025-12-15,0.0,
BIL_004176,SUB_03608,2026-01-01,495.26,Partial,2026-01-26,0.0,
BIL_004177,SUB_00113,2026-01-01,324.49,Overdue,,0.0,
BIL_004178,SUB_03770,2025-12-01,142.46,Paid,2025-12-14,0.0,
BIL_004179,SUB_03347,2026-01-01,143.17,Partial,2026-01-12,0.0,
BIL_004180,SUB_00148,2025-11-01,78.67,Paid,2025-11-09,0.0,
BIL_004181,SUB_01011,2026-01-01,195.84,Paid,2026-01-05,0.0,
BIL_004182,SUB_04029,2025-12-01,323.21,Paid,2025-12-09,65.82,Billing Error
BIL_004183,SUB_04220,2025-12-01,116.84,Overdue,,0.0,
BIL_004184,SUB_00609,2026-01-01,485.1,Paid,2026-01-04,0.0,
BIL_004185,SUB_04028,2025-12-01,295.18,Overdue,,0.0,
BIL_004186,SUB_01509,2025-12-01,227.86,Paid,2025-12-08,0.0,
BIL_004187,SUB_03499,2026-01-01,276.98,Paid,2026-01-05,0.0,
BIL_004188,SUB_02805,2025-12-01,233.92,Paid,2025-12-16,0.0,
BIL_004189,SUB_01051,2026-01-01,91.31,Partial,2026-01-24,0.0,
BIL_004190,SUB_04131,2025-11-01,297.62,Overdue,,0.0,
BIL_004191,SUB_03469,2026-01-01,212.48,Paid,2026-01-10,0.0,
BIL_004192,SUB_03975,2026-01-01,134.67,Paid,2026-01-14,0.0,
BIL_004193,SUB_04839,2026-01-01,346.68,Paid,2026-01-02,0.0,
BIL_004194,SUB_03609,2025-12-01,395.43,Paid,2025-12-02,0.0,
BIL_004195,SUB_03636,2025-12-01,114.74,Paid,2025-12-10,0.0,
BIL_004196,SUB_03808,2025-12-01,104.99,Paid,2025-12-08,0.0,
